Date,Close,High,Low,Open,Volume
9/29/2021,1721.5,1744.099976,1721.400024,1732.400024,6634
9/30/2021,1755.300049,1760.300049,1724.5,1725.5,997
10/1/2021,1757,1762.599976,1748.5,1754.300049,2220
10/4/2021,1766.199951,1768.900024,1749.5,1764.5,417
10/5/2021,1759.599976,1764.300049,1749,1764.300049,98
10/6/2021,1760.5,1762.900024,1744.699951,1759.300049,56
10/7/2021,1757.900024,1762.400024,1752.800049,1762.400024,336
10/8/2021,1756.300049,1780,1754.199951,1757,254
10/11/2021,1754.599976,1757.800049,1752.199951,1756.599976,128
10/12/2021,1758.300049,1768,1749.800049,1751.900024,139
10/13/2021,1793.699951,1794.5,1760.800049,1760.800049,150
10/14/2021,1796.699951,1799.900024,1792,1792.199951,337
10/15/2021,1767.199951,1795.400024,1766.599976,1794.5,874
10/18/2021,1764.800049,1770.099976,1759.5,1761.599976,266
10/19/2021,1769.699951,1785,1767.5,1777.599976,51
10/20/2021,1784.099976,1785.599976,1774,1774.599976,127
10/21/2021,1781.199951,1785.699951,1781,1782,146
10/22/2021,1795.5,1806.900024,1784,1787.099976,532
10/25/2021,1806,1809,1794,1794.300049,140
10/26/2021,1792.699951,1808.800049,1788.599976,1808.800049,359
10/27/2021,1797.900024,1798.099976,1791.5,1791.5,543
10/28/2021,1801.599976,1807.300049,1795.5,1795.5,452
10/29/2021,1783,1797,1774.599976,1793.099976,583
11/1/2021,1795.099976,1795.099976,1786.699951,1787.5,142
11/2/2021,1788.699951,1795.5,1787.699951,1790.5,213
11/3/2021,1763.599976,1768,1761.800049,1768,108
11/4/2021,1793,1798.199951,1776.199951,1776.599976,103
11/5/2021,1816.400024,1817.099976,1794.900024,1794.900024,239
11/8/2021,1827.400024,1827.400024,1816.900024,1817,261
11/9/2021,1830.199951,1832.699951,1820.699951,1826.099976,170
11/10/2021,1847.599976,1865,1824.900024,1825.800049,795
11/11/2021,1863.199951,1866.5,1853.900024,1853.900024,292
11/12/2021,1867.900024,1867.900024,1847.599976,1860.800049,210
11/15/2021,1866.099976,1866.900024,1864.5,1864.5,87
11/16/2021,1853.599976,1853.599976,1853.599976,1853.599976,1
11/17/2021,1869.699951,1869.699951,1862.599976,1862.599976,2
11/18/2021,1861,1861,1861,1861,9
11/19/2021,1851.199951,1851.199951,1851.199951,1851.199951,21
11/22/2021,1806,1841.599976,1805.699951,1841.599976,14
11/23/2021,1783.5,1795.5,1783.5,1795.5,264
11/24/2021,1784.099976,1793,1781.400024,1793,188
11/26/2021,1785.300049,1791.400024,1785.300049,1791.099976,186800
11/29/2021,1782.300049,1798.900024,1779.099976,1791.699951,26926
11/30/2021,1773.599976,1808.099976,1768.699951,1783.900024,4903
12/1/2021,1781.599976,1790.5,1772.300049,1774.800049,1128
12/2/2021,1760.699951,1780.900024,1760.599976,1780.900024,1557
12/3/2021,1782,1785.099976,1766.5,1767.5,694
12/6/2021,1777.5,1783,1777.199951,1780.199951,381
12/7/2021,1782.599976,1786.099976,1772.300049,1779.5,308
12/8/2021,1783.400024,1789.900024,1779,1789.900024,1383
12/9/2021,1774.599976,1783.5,1771.800049,1783.5,455
12/10/2021,1782.900024,1785.400024,1769.099976,1773.800049,545
12/13/2021,1786.300049,1787.099976,1783.800049,1784.400024,206
12/14/2021,1770.400024,1787,1769,1787,322
12/15/2021,1762.599976,1778.699951,1753.900024,1767.400024,283
12/16/2021,1796.599976,1798.099976,1781,1781,21
12/17/2021,1803.800049,1812.900024,1803.800049,1804,654
12/20/2021,1793.699951,1799.800049,1792,1796.800049,226
12/21/2021,1787.900024,1796.5,1787.900024,1791.400024,575
12/22/2021,1801.599976,1805.199951,1785.5,1786,567
12/23/2021,1811.199951,1811.199951,1800.800049,1806,193
12/27/2021,1808.099976,1812.099976,1807,1810,150
12/28/2021,1810.199951,1818,1805.5,1812,146
12/29/2021,1805.099976,1805.099976,1791.400024,1803.199951,623
12/30/2021,1812.699951,1816,1796,1801.699951,306
12/31/2021,1827.5,1827.800049,1821.400024,1825.099976,80
1/3/2022,1799.400024,1830.099976,1798.800049,1830.099976,116
1/4/2022,1814,1815.300049,1800,1800.5,38
1/5/2022,1824.599976,1824.599976,1813.099976,1813.099976,8
1/6/2022,1788.699951,1791.300049,1787.099976,1787.099976,30
1/7/2022,1797,1797,1784.400024,1791.800049,17
1/10/2022,1798.400024,1798.699951,1790.400024,1794.900024,534
1/11/2022,1818.599976,1822.5,1803,1803.900024,743
1/12/2022,1827.199951,1827.199951,1816.900024,1819,1547
1/13/2022,1821.199951,1823,1815.400024,1819.800049,40
1/14/2022,1816.5,1822,1816.5,1821.5,816
1/18/2022,1812.300049,1820.099976,1812.300049,1816.800049,900
1/19/2022,1843.099976,1843.099976,1817.400024,1817.400024,4
1/20/2022,1842.5,1843,1838.199951,1840.599976,20
1/21/2022,1831.800049,1842.400024,1828.900024,1838,19
1/24/2022,1841.699951,1842.099976,1837.900024,1837.900024,8
1/25/2022,1852.699951,1852.699951,1842,1843,11
1/26/2022,1829.900024,1829.900024,1829.900024,1829.900024,55
1/27/2022,1793.300049,1793.300049,1793.300049,1793.300049,196036
1/28/2022,1784.900024,1798.400024,1778.800049,1797.5,28521
1/31/2022,1795,1798.5,1785.099976,1788.5,1735
2/1/2022,1800.300049,1806.099976,1797.099976,1797.199951,223
2/2/2022,1809.199951,1810.099976,1795.099976,1797.800049,1690
2/3/2022,1803,1808.099976,1787.900024,1805.800049,466
2/4/2022,1806.599976,1813.699951,1792.5,1806,571
2/7/2022,1820.599976,1821.300049,1809.099976,1812.199951,601
2/8/2022,1826.599976,1827.599976,1815,1818.900024,108
2/9/2022,1835.199951,1835.199951,1825.300049,1825.400024,683
2/10/2022,1836.199951,1842.099976,1820.800049,1833.300049,365
2/11/2022,1840.800049,1864.800049,1822,1822,181
2/14/2022,1868,1870.599976,1854.599976,1861.800049,79
2/15/2022,1854.800049,1879.699951,1847.400024,1872.599976,86
2/16/2022,1870.199951,1870.199951,1856.300049,1858.699951,34
2/17/2022,1900.699951,1900.699951,1876.199951,1876.300049,393
2/18/2022,1898.599976,1899.400024,1890.699951,1899.400024,51
2/22/2022,1906.099976,1912,1890.800049,1908.099976,173
2/23/2022,1909.199951,1910.599976,1895.699951,1896.599976,73
2/24/2022,1925.099976,1972.5,1911.699951,1911.900024,2706
2/25/2022,1886.5,1920,1883.599976,1906.900024,586
2/28/2022,1899.400024,1928.400024,1894.199951,1928.300049,390
3/1/2022,1942.400024,1942.400024,1903.800049,1908.300049,547
3/2/2022,1920.900024,1948.199951,1919.800049,1945.599976,109
3/3/2022,1934.400024,1940.300049,1924.800049,1930.5,122
3/4/2022,1965.099976,1970.900024,1935.599976,1937,47
3/7/2022,1993.900024,2001.099976,1963,1989,2516
3/8/2022,2040.099976,2072,1998,1999.400024,1813
3/9/2022,1985.900024,2063,1980.800049,2053.600098,1022
3/10/2022,1998.099976,2010.5,1978.099976,1978.099976,670
3/11/2022,1982.699951,1996,1959.900024,1985,865
3/14/2022,1959.599976,1977.699951,1959.599976,1976.5,145
3/15/2022,1928.5,1939.900024,1910.699951,1939.800049,71
3/16/2022,1908,1922.400024,1907.199951,1922.400024,104
3/17/2022,1942.099976,1947.199951,1933.900024,1933.900024,39
3/18/2022,1928.199951,1939.300049,1928.199951,1934.5,28
3/21/2022,1928.599976,1928.599976,1925,1925.400024,5
3/22/2022,1920.699951,1920.699951,1920.699951,1920.699951,26
3/23/2022,1936.599976,1936.599976,1936.599976,1936.599976,204
3/24/2022,1961.599976,1964,1961.599976,1963.599976,8
3/25/2022,1953.800049,1953.800049,1953.800049,1953.800049,83
3/28/2022,1939.599976,1939.599976,1932.599976,1932.599976,7
3/29/2022,1912,1912,1893.5,1893.5,128051
3/30/2022,1933.5,1937,1914.5,1918.400024,17765
3/31/2022,1949.199951,1949.900024,1919.099976,1933.5,3617
4/1/2022,1919.099976,1938,1917,1935,1016
4/4/2022,1929.199951,1936.099976,1915.599976,1921.199951,371
4/5/2022,1922.900024,1943.5,1918.400024,1927.099976,412
4/6/2022,1918.400024,1931.800049,1916.699951,1916.699951,138
4/7/2022,1933.800049,1934.800049,1919.5,1919.5,311
4/8/2022,1941.599976,1947.699951,1928.800049,1928.800049,153
4/11/2022,1944.300049,1968.400024,1941.800049,1946.599976,163
4/12/2022,1972.099976,1977.099976,1950.599976,1952.5,246
4/13/2022,1981,1981,1969.5,1969.5,204
4/14/2022,1970.900024,1978.699951,1963,1977.199951,101
4/18/2022,1982.900024,1997.099976,1972.800049,1973.400024,196
4/19/2022,1955.699951,1978.300049,1945.699951,1973.800049,130
4/20/2022,1952.300049,1953.599976,1945.5,1945.5,621
4/21/2022,1944.900024,1944.900024,1942.5,1942.5,4
4/22/2022,1931,1950.400024,1930.199951,1949.599976,178
4/25/2022,1893.199951,1925,1889.300049,1925,748
4/26/2022,1901.400024,1909.099976,1894,1900.5,302
4/27/2022,1885.900024,1900.599976,1882.199951,1897.800049,1786
4/28/2022,1888.699951,1893,1872.900024,1883.800049,513
4/29/2022,1909.300049,1918.199951,1902.400024,1902.699951,132
5/2/2022,1861.800049,1896.800049,1853,1896.699951,385
5/3/2022,1868.800049,1868.800049,1868.800049,1868.800049,466
5/4/2022,1867,1867,1867,1867,1
5/5/2022,1874,1904.300049,1874,1897,80
5/6/2022,1881.199951,1890.300049,1871.5,1874.699951,214
5/9/2022,1857.099976,1867.5,1854,1866.599976,304
5/10/2022,1839.900024,1839.900024,1839.900024,1839.900024,1540
5/11/2022,1852.599976,1852.599976,1841,1841.5,892
5/12/2022,1823.800049,1851.900024,1822.199951,1849.800049,153
5/13/2022,1807.400024,1825,1807.400024,1825,335
5/16/2022,1813.5,1813.5,1787,1790.5,34
5/17/2022,1818.199951,1828.599976,1816.699951,1824.900024,121
5/18/2022,1815.900024,1819.699951,1805,1815,311
5/19/2022,1841.199951,1841.199951,1810.699951,1810.900024,138
5/20/2022,1841.800049,1841.800049,1836.300049,1839.099976,110
5/23/2022,1847.800049,1863,1845.800049,1846.300049,216
5/24/2022,1865.099976,1867,1852.5,1852.5,33
5/25/2022,1846.199951,1846.199951,1846.199951,1846.199951,0
5/26/2022,1847.400024,1847.400024,1840.400024,1840.400024,123355
5/27/2022,1851.300049,1860.699951,1845.900024,1848.300049,30091
5/31/2022,1842.699951,1862.099976,1832.800049,1850.300049,4073
6/1/2022,1843.300049,1847.900024,1825.300049,1831,1623
6/2/2022,1866.5,1868.699951,1842.099976,1845.400024,551
6/3/2022,1845.400024,1871.800049,1845.400024,1867.599976,53
6/6/2022,1839.199951,1854.099976,1839.199951,1849,142
6/7/2022,1847.5,1851.599976,1835,1836.900024,1168
6/8/2022,1851.900024,1855,1844.400024,1844.800049,218
6/9/2022,1848.800049,1850.099976,1837.900024,1846.099976,159
6/10/2022,1871.5,1875.599976,1823.900024,1842.699951,1490
6/13/2022,1828,1873.800049,1818.699951,1873.800049,127
6/14/2022,1809.5,1825.5,1805.300049,1825,536
6/15/2022,1815.300049,1839,1810.800049,1814.099976,108
6/16/2022,1845.699951,1850.599976,1814.900024,1819.199951,136
6/17/2022,1835.599976,1853.699951,1833.599976,1853.699951,170
6/21/2022,1834.599976,1838.599976,1830.099976,1835.300049,216
6/22/2022,1834.300049,1842.699951,1821.599976,1829.5,115
6/23/2022,1825.699951,1841.199951,1825.699951,1835.5,9
6/24/2022,1826.5,1826.5,1815.800049,1820.5,61
6/27/2022,1820.900024,1830.699951,1819.900024,1830.5,77
6/28/2022,1817.5,1826,1817.5,1824.199951,391
6/29/2022,1813.699951,1830.300049,1812.800049,1818.300049,173
6/30/2022,1804.099976,1817.300049,1801,1809.599976,328
7/1/2022,1798.900024,1806.099976,1791.599976,1795.5,77
7/5/2022,1761.800049,1805.400024,1761.800049,1805.400024,64
7/6/2022,1734.900024,1768,1734,1762.5,1729
7/7/2022,1737.900024,1745.199951,1737,1745.199951,1869
7/8/2022,1740.599976,1749.300049,1732.099976,1738.099976,370
7/11/2022,1730,1736.699951,1730,1732.5,75
7/12/2022,1723.300049,1735.5,1723.300049,1734.199951,451
7/13/2022,1734.199951,1734.199951,1710,1710,368
7/14/2022,1704.5,1710.5,1704.5,1710.300049,1289
7/15/2022,1702.400024,1709.699951,1701.099976,1705.400024,721
7/18/2022,1709.199951,1712.400024,1709.199951,1712.199951,264
7/19/2022,1710,1714.400024,1706.099976,1712.300049,1684
7/20/2022,1699.5,1708.5,1699.5,1707.099976,130
7/21/2022,1712.699951,1715.5,1679.800049,1687,183
7/22/2022,1727.099976,1735,1713,1713.300049,61
7/25/2022,1719,1732,1719,1727,67
7/26/2022,1717.699951,1718,1717.699951,1718,1
7/27/2022,1719.099976,1719.099976,1719.099976,1719.099976,144865
7/28/2022,1750.300049,1755,1732,1732.300049,37236
7/29/2022,1762.900024,1765.699951,1750,1754,3485
8/1/2022,1769,1772.5,1756.099976,1763.900024,705
8/2/2022,1771.099976,1786.599976,1759.400024,1772.099976,1078
8/3/2022,1758,1770.5,1753,1756.699951,399
8/4/2022,1788.5,1792.099976,1767.699951,1769.400024,285
8/5/2022,1772.900024,1791.400024,1764.199951,1791.199951,645
8/8/2022,1786.800049,1786.800049,1771.800049,1771.800049,127
8/9/2022,1794,1796.099976,1789,1790,249
8/10/2022,1795.599976,1804.900024,1787.800049,1804.400024,601
8/11/2022,1789.699951,1794.300049,1785.699951,1794.300049,1235
8/12/2022,1798.599976,1800.400024,1784.300049,1786.300049,187
8/15/2022,1781.400024,1799,1774.699951,1799,64
8/16/2022,1773.199951,1777.400024,1771.400024,1777.400024,308
8/17/2022,1760.300049,1769.699951,1760,1769.699951,23
8/18/2022,1755.300049,1762.900024,1753.400024,1762.900024,321
8/19/2022,1747.599976,1754.300049,1747.5,1753.699951,49
8/22/2022,1734,1740.5,1726.5,1740.5,347
8/23/2022,1746.800049,1748.900024,1731.900024,1738,509
8/24/2022,1747.800049,1751.800049,1743.599976,1745,187
8/25/2022,1757.699951,1761.800049,1755,1761.599976,172
8/26/2022,1736.099976,1755,1736.099976,1754,202
8/29/2022,1736.599976,1741.199951,1732.099976,1732.400024,950
8/30/2022,1723.199951,1739,1720.699951,1736.400024,385
8/31/2022,1712.800049,1720.900024,1708.5,1718.300049,2133
9/1/2022,1696.599976,1707.900024,1693.900024,1707.900024,683
9/2/2022,1709.800049,1715.699951,1703.099976,1703.400024,182
9/6/2022,1700.400024,1717.400024,1699.699951,1709.699951,697
9/7/2022,1715.300049,1715.300049,1694.699951,1694.800049,651
9/8/2022,1708,1718.199951,1705.300049,1718.199951,1193
9/9/2022,1716.199951,1720,1712.800049,1719.199951,635
9/12/2022,1728.099976,1728.099976,1727.400024,1727.400024,68
9/13/2022,1705,1720.5,1697.300049,1720.5,432
9/14/2022,1696.5,1701.800049,1696.5,1698.699951,532
9/15/2022,1665.400024,1686,1662.300049,1685.5,1125
9/16/2022,1671.699951,1674.900024,1651.699951,1660.400024,464
9/19/2022,1666.199951,1669.400024,1658.5,1661.800049,580
9/20/2022,1659.699951,1659.699951,1659.699951,1659.699951,2830
9/21/2022,1664.599976,1680.099976,1664.599976,1665.5,2337
9/22/2022,1670.800049,1670.800049,1668.300049,1668.300049,973
9/23/2022,1645.300049,1667,1645.300049,1667,1224
9/26/2022,1623.300049,1623.300049,1623.300049,1623.300049,1205
9/27/2022,1626.699951,1636.599976,1626.699951,1632.199951,888
9/28/2022,1660.400024,1660.400024,1620.400024,1620.400024,18311
9/29/2022,1658.5,1662.599976,1640,1657,6028
9/30/2022,1662.400024,1672.699951,1658,1661.699951,548
10/3/2022,1692.900024,1700,1661.900024,1667.199951,410
10/4/2022,1721.099976,1728,1696,1701.199951,291
10/5/2022,1711.400024,1726.599976,1703,1724.099976,418
10/6/2022,1711.699951,1723.300049,1709.099976,1721,133
10/7/2022,1700.5,1710.099976,1693.699951,1710.099976,179
10/10/2022,1667.300049,1693.400024,1667,1693.400024,195
10/11/2022,1678.699951,1678.699951,1661,1661.800049,167
10/12/2022,1670.300049,1672.699951,1668,1668,149
10/13/2022,1670,1675.300049,1641.5,1675.199951,729
10/14/2022,1641.699951,1667,1640,1665.300049,82
10/17/2022,1657,1657,1646.800049,1650.199951,238
10/18/2022,1649,1655.199951,1649,1651.400024,597
10/19/2022,1627.5,1637.5,1627.5,1637.5,84
10/20/2022,1630.800049,1641.400024,1622.800049,1622.800049,477
10/21/2022,1651,1653.900024,1634.099976,1634.099976,224
10/24/2022,1648.699951,1662.699951,1648.699951,1662.699951,29
10/25/2022,1652.800049,1652.800049,1637.300049,1648.199951,880
10/26/2022,1664,1667,1649.800049,1649.800049,89
10/27/2022,1660.699951,1660.699951,1660.699951,1660.699951,2298
10/28/2022,1639.599976,1661,1638.699951,1661,626
10/31/2022,1635.900024,1641.800049,1633.400024,1641.800049,522
11/1/2022,1645,1653.699951,1630.800049,1630.800049,985
11/2/2022,1645.699951,1664.699951,1634,1650.800049,612
11/3/2022,1627.300049,1629.199951,1615.099976,1629.199951,1427
11/4/2022,1672.5,1674.5,1629,1630.199951,159
11/7/2022,1676.5,1677.900024,1672.900024,1676.900024,42
11/8/2022,1712.099976,1712.099976,1703.199951,1703.199951,23
11/9/2022,1710.099976,1720.199951,1706,1707.400024,497
11/10/2022,1750.300049,1750.300049,1708.199951,1708.199951,325
11/11/2022,1766,1766,1757.599976,1763.800049,257
11/14/2022,1773.599976,1773.599976,1761.599976,1762,358
11/15/2022,1773.800049,1773.800049,1769.900024,1770.800049,57
11/16/2022,1773,1778.900024,1773,1776.599976,303
11/17/2022,1760.800049,1763,1756,1763,18
11/18/2022,1751.900024,1763.300049,1747.599976,1763.300049,414
11/21/2022,1737.400024,1744.900024,1736.099976,1739,544
11/22/2022,1738.300049,1741.699951,1738.300049,1741.699951,15
11/23/2022,1744.900024,1750.900024,1736.5,1736.5,39
11/25/2022,1753.300049,1757.900024,1749.199951,1753,216
11/28/2022,1740.099976,1741.300049,1740.099976,1741.300049,132767
11/29/2022,1748.400024,1758.199951,1737.900024,1739.5,19416
11/30/2022,1746,1769.400024,1745.099976,1748.099976,3339
12/1/2022,1801.099976,1803.699951,1768.699951,1768.699951,1053
12/2/2022,1795.900024,1802.300049,1779.400024,1802,1725
12/5/2022,1767.400024,1808,1764.300049,1795.699951,1713
12/6/2022,1769.300049,1779.400024,1767.900024,1768.599976,105
12/7/2022,1785.5,1790.300049,1769.300049,1769.300049,422
12/8/2022,1788.699951,1790.900024,1782,1782,713
12/9/2022,1798.099976,1804.300049,1791.099976,1794.900024,125
12/12/2022,1780.5,1793.900024,1777.699951,1787.300049,85
12/13/2022,1813.900024,1819.800049,1780.5,1780.699951,205
12/14/2022,1807.5,1812.800049,1797.900024,1810.800049,1074
12/15/2022,1777.199951,1801,1774.800049,1801,421
12/16/2022,1790,1791.400024,1777.900024,1777.900024,206
12/19/2022,1787.699951,1796.300049,1785.599976,1791.599976,79
12/20/2022,1815.900024,1821.400024,1786.5,1786.5,51
12/21/2022,1815.900024,1821.400024,1814.400024,1817.400024,35
12/22/2022,1787,1818.099976,1785,1818.099976,411
12/23/2022,1795.900024,1802.800049,1794.099976,1794.300049,49
12/27/2022,1814.800049,1826.300049,1803.400024,1803.400024,69
12/28/2022,1807.900024,1807.900024,1803.099976,1803.199951,434
12/29/2022,1819.5,1819.5,1805.800049,1805.800049,277
12/30/2022,1819.699951,1822.300049,1816.800049,1817,95
1/3/2023,1839.699951,1839.699951,1836.199951,1836.199951,29
1/4/2023,1852.800049,1859.099976,1845.599976,1845.599976,25
1/5/2023,1834.800049,1855.199951,1834.800049,1855.199951,24
1/6/2023,1864.199951,1868.199951,1835.300049,1838.400024,26
1/9/2023,1872.699951,1880,1867,1867,62
1/10/2023,1871.599976,1878.099976,1871.599976,1877.800049,101
1/11/2023,1874.599976,1877.800049,1873.099976,1873.099976,1236
1/12/2023,1895.5,1897.400024,1877.199951,1877.199951,59
1/13/2023,1918.400024,1920.900024,1898.300049,1899,512
1/17/2023,1907.199951,1920.099976,1905.199951,1920.099976,706
1/18/2023,1904.400024,1911.099976,1903.099976,1911.099976,1027
1/19/2023,1922.099976,1931.800049,1922.099976,1922.099976,371
1/20/2023,1926.400024,1928.5,1921.400024,1922.099976,1346
1/23/2023,1927.099976,1927.099976,1915,1926.5,218
1/24/2023,1933.900024,1936.800049,1931.800049,1931.800049,201
1/25/2023,1941.199951,1941.199951,1939.800049,1941.199951,7
1/26/2023,1929.099976,1937.099976,1927.099976,1936.599976,131
1/27/2023,1928.599976,1928.599976,1928.599976,1928.599976,150902
1/30/2023,1922.900024,1933.599976,1920.300049,1928.300049,27220
1/31/2023,1929.5,1930.400024,1900.599976,1923,1910
2/1/2023,1927.800049,1955,1922,1927.199951,2290
2/2/2023,1916.300049,1959.099976,1911.300049,1952.300049,748
2/3/2023,1862.900024,1917,1861.5,1912.400024,992
2/6/2023,1866.199951,1880,1863.400024,1865.599976,424
2/7/2023,1871.699951,1875.699951,1868,1870,297
2/8/2023,1877.400024,1880.400024,1872.099976,1872.099976,230
2/9/2023,1866.199951,1884.599976,1859.800049,1875.300049,223
2/10/2023,1862.800049,1863.5,1852.400024,1861.599976,27
2/13/2023,1851.900024,1861,1850,1859,569
2/14/2023,1854,1862,1846.199951,1854.099976,656
2/15/2023,1834.199951,1842,1828.199951,1842,368
2/16/2023,1842,1843.699951,1827.199951,1838.599976,222
2/17/2023,1840.400024,1842.199951,1818.400024,1827.400024,35
2/21/2023,1833,1843,1833,1842.599976,862
2/22/2023,1832,1836.199951,1825.099976,1835.699951,278
2/23/2023,1818,1827.5,1818,1826.400024,291
2/24/2023,1808.800049,1808.800049,1808.800049,1808.800049,404
2/27/2023,1817,1817.5,1808.900024,1811.599976,829
2/28/2023,1828.900024,1830,1808.099976,1808.099976,618
3/1/2023,1837.699951,1841.699951,1827.099976,1827.099976,211
3/2/2023,1833.5,1836.300049,1830,1830,154
3/3/2023,1847.699951,1855.400024,1837.300049,1837.300049,61
3/6/2023,1847.900024,1853.800049,1844.199951,1853.300049,5
3/7/2023,1813.900024,1840.900024,1813.900024,1840.900024,450
3/8/2023,1812.699951,1812.900024,1811.5,1811.599976,75
3/9/2023,1829.300049,1829.300049,1815.599976,1816.400024,332
3/10/2023,1862,1868.5,1852,1852.300049,248
3/13/2023,1911.699951,1913.099976,1875.099976,1890.800049,503
3/14/2023,1906.199951,1912.199951,1901.099976,1912.199951,107
3/15/2023,1926.599976,1926.599976,1898.5,1903.900024,564
3/16/2023,1919,1931.699951,1909.900024,1909.900024,394
3/17/2023,1969.800049,1985.099976,1946,1946,82
3/20/2023,1979.199951,2003.900024,1968.900024,1988.300049,389
3/21/2023,1938,1973.800049,1938,1973.800049,47
3/22/2023,1946.800049,1974,1946.800049,1946.800049,50
3/23/2023,1993.800049,1994.599976,1990.5,1990.5,33
3/24/2023,1982.099976,1995.400024,1982.099976,1991.699951,19
3/27/2023,1952.400024,1957.199951,1952.400024,1957.199951,877
3/28/2023,1972.400024,1972.400024,1972.400024,1972.400024,21
3/29/2023,1966.099976,1966.099976,1966.099976,1966.099976,88563
3/30/2023,1980.300049,1984.400024,1954.900024,1965.900024,10119
3/31/2023,1969,1986.800049,1968,1981.300049,957
4/3/2023,1983.900024,1991.699951,1950,1968.099976,737
4/4/2023,2022.199951,2027.099976,1979,1984.599976,811
4/5/2023,2020.900024,2033.800049,2013.599976,2022.099976,525
4/6/2023,2011.900024,2023.300049,2005,2022.199951,0
4/10/2023,1989.099976,2006.599976,1984,2000,652
4/11/2023,2004.800049,2006.5,1991.400024,1991.400024,68
4/12/2023,2010.900024,2025.699951,2005.199951,2005.199951,172
4/13/2023,2041.300049,2048.600098,2015.599976,2015.599976,1043
4/14/2023,2002.199951,2047.800049,1995,2041,718
4/17/2023,1994.199951,2007.599976,1983.199951,2002.699951,554
4/18/2023,2007.400024,2007.400024,1996.900024,1996.900024,72
4/19/2023,1995.199951,2006.400024,1969.800049,2005.699951,61
4/20/2023,2007.599976,2007.599976,1998,1998,164
4/21/2023,1979.5,1996.199951,1974.099976,1996.199951,132
4/24/2023,1989.099976,1989.800049,1977.400024,1981.300049,145
4/25/2023,1994,1999.099976,1982.300049,1995.699951,306
4/26/2023,1985.699951,1998.800049,1985.599976,1997.800049,615
4/27/2023,1989.900024,2002.300049,1979.900024,1990.599976,355
4/28/2023,1990.099976,1990.099976,1977.699951,1986.900024,152
5/1/2023,1983.400024,2005,1976.900024,1980.099976,210
5/2/2023,2014.300049,2018,1994.699951,1994.699951,1896
5/3/2023,2028.599976,2035.099976,2015.199951,2017.099976,1349
5/4/2023,2048,2072,2040,2045,930
5/5/2023,2017.400024,2046.400024,2004.300049,2046.400024,59
5/8/2023,2026.300049,2026.300049,2022.5,2022.5,3
5/9/2023,2036.199951,2037.300049,2025.900024,2026.599976,241
5/10/2023,2030.5,2044.300049,2029.5,2032.300049,248
5/11/2023,2014.699951,2038.300049,2014,2034.099976,90
5/12/2023,2014.5,2014.5,2014.5,2014.5,115
5/15/2023,2018,2018,2013.800049,2013.800049,3
5/16/2023,1988.400024,1988.400024,1988.400024,1988.400024,49
5/17/2023,1980.699951,1983.599976,1980.699951,1983.599976,13
5/18/2023,1956.5,1956.800049,1956.5,1956.5,23
5/19/2023,1978.699951,1978.699951,1960,1960,106
5/22/2023,1974.800049,1980.5,1974.800049,1980.5,8
5/23/2023,1972.400024,1972.400024,1972.400024,1972.400024,1
5/24/2023,1962.800049,1975.400024,1962.800049,1975.400024,189
5/25/2023,1943.099976,1943.099976,1943.099976,1943.099976,1
5/26/2023,1944.099976,1948.400024,1944.099976,1948.199951,166036
5/30/2023,1958,1962.599976,1931,1942.699951,37838
5/31/2023,1963.900024,1973,1953,1958.199951,5959
6/1/2023,1978,1983,1954.300049,1963.199951,750
6/2/2023,1952.400024,1982.5,1947.400024,1977.099976,356
6/5/2023,1958,1961.900024,1937.800049,1947.5,713
6/6/2023,1965.5,1965.5,1958.800049,1960.800049,164
6/7/2023,1942.699951,1968.400024,1940.699951,1959,139
6/8/2023,1963.599976,1969,1943.099976,1943.199951,433
6/9/2023,1962.199951,1969.800049,1960.300049,1965.099976,49
6/12/2023,1955.300049,1963.5,1951.400024,1959.699951,212
6/13/2023,1944.599976,1967.5,1940.300049,1960.599976,343
6/14/2023,1955.300049,1958.199951,1940.300049,1946.199951,202
6/15/2023,1957.800049,1958.800049,1926,1941.699951,329
6/16/2023,1958.400024,1962.900024,1953.5,1961.400024,119
6/20/2023,1935.5,1958.599976,1931.300049,1958.599976,193
6/21/2023,1933.300049,1936.800049,1920,1935.599976,557
6/22/2023,1912.699951,1921,1912.099976,1920,237
6/23/2023,1919.099976,1932.5,1918.699951,1918.699951,105
6/26/2023,1923.699951,1928.5,1922.5,1922.900024,71
6/27/2023,1914,1929.400024,1914,1927,49
6/28/2023,1912.300049,1912.300049,1912.300049,1912.300049,628
6/29/2023,1909.199951,1909.900024,1892.5,1909.900024,289
6/30/2023,1921.099976,1921.099976,1900.599976,1908.599976,445
7/3/2023,1921.699951,1929.5,1917.900024,1917.900024,41
7/5/2023,1919.599976,1933.900024,1914.699951,1923.5,193
7/6/2023,1908.699951,1910.199951,1903.199951,1909.300049,81
7/7/2023,1926.199951,1934.099976,1913.400024,1913.400024,61
7/10/2023,1925,1926.099976,1912.300049,1923.599976,269
7/11/2023,1931.300049,1937,1924.199951,1925,142
7/12/2023,1956.199951,1958,1932.199951,1932.300049,132
7/13/2023,1959.199951,1961.099976,1953,1961.099976,121
7/14/2023,1960.099976,1960.599976,1952.699951,1958.400024,94
7/17/2023,1952.400024,1956.5,1946.599976,1954,29
7/18/2023,1977.199951,1978.400024,1963.400024,1968.800049,83
7/19/2023,1977.5,1977.5,1973,1977,35
